inputId,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
26590,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26591,medium,1,2,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26592,high,1,3,1,36-60,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,medium,low,low,low,low,low,low,0
26593,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26594,high,1,2,2,≤35,pay duly,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26595,medium,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26596,low,1,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,low,low,low,low,low,low,low,0
26597,low,1,2,1,36-60,1-3 months,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26598,medium,1,1,2,≤35,1-3 months,pay duly,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,1
26599,high,1,3,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,0
26600,low,1,2,2,≤35,1-3 months,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26601,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26602,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26603,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26604,medium,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,0
26605,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,>3 months,>3 months,>3 months,low,low,low,low,low,low,low,1
26606,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26607,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,medium,low,low,low,low,low,low,0
26608,low,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26609,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,>3 months,1-3 months,low,low,low,low,low,low,low,1
26610,low,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26611,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,medium,low,low,low,low,low,low,0
26612,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26613,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26614,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26615,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26616,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26617,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26618,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26619,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26620,low,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26621,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26622,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26623,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26624,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26625,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26626,low,1,2,2,≤35,1-3 months,1-3 months,pay duly,pay duly,pay duly,1-3 months,medium,low,low,low,low,low,low,1
26627,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26628,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26629,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26630,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,low,low,low,low,low,low,low,0
26631,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26632,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26633,medium,1,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26634,high,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26635,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26636,low,1,1,2,≤35,pay duly,pay duly,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26637,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26638,low,1,1,2,≤35,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26639,medium,1,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26640,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26641,medium,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26642,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26643,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26644,low,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26645,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26646,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26647,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26648,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26649,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26650,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26651,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26652,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26653,low,1,5,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26654,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26655,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26656,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26657,low,1,2,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26658,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,medium,low,low,low,low,low,low,1
26659,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,medium,low,low,0
26660,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26661,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26662,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26663,medium,1,2,2,≤35,>3 months,>3 months,1-3 months,1-3 months,pay duly,1-3 months,medium,low,low,low,medium,low,low,1
26664,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26665,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26666,low,1,1,2,≤35,pay duly,pay duly,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26667,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26668,low,1,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26669,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26670,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,medium,low,low,low,low,medium,low,0
26671,medium,1,1,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26672,medium,1,5,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26673,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26674,medium,1,1,2,≤35,pay duly,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26675,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26676,high,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26677,medium,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,medium,low,low,low,low,0
26678,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26679,low,1,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,0
26680,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26681,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,pay duly,pay duly,medium,low,low,low,low,low,low,0
26682,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26683,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26684,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26685,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26686,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26687,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26688,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26689,low,1,3,2,≤35,1-3 months,>3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26690,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26691,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26692,medium,1,1,2,≤35,pay duly,pay duly,pay duly,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26693,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,medium,low,low,low,low,low,0
26694,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26695,medium,1,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26696,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26697,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26698,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26699,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26700,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26701,high,1,1,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26702,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26703,high,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26704,high,1,2,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26705,medium,1,1,2,≤35,pay duly,pay duly,1-3 months,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26706,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26707,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26708,low,1,1,2,≤35,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26709,high,1,3,1,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26710,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,pay duly,1-3 months,1-3 months,medium,low,low,medium,low,medium,low,1
26711,medium,1,1,2,≤35,1-3 months,pay duly,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
26712,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26713,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26714,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26715,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26716,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,low,0
26717,low,1,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26718,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26719,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26720,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26721,high,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26722,medium,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,1-3 months,1-3 months,low,low,low,medium,low,low,low,0
26723,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26724,medium,1,1,2,≤35,pay duly,1-3 months,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26725,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26726,medium,1,1,2,≤35,pay duly,pay duly,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
26727,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26728,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26729,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26730,low,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26731,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26732,high,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,high,low,low,low,low,low,0
26733,low,1,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,1-3 months,low,low,low,low,low,low,low,1
26734,low,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26735,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26736,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26737,high,1,1,1,≤35,pay duly,pay duly,pay duly,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26738,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26739,medium,1,1,2,≤35,pay duly,pay duly,1-3 months,pay duly,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26740,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26741,medium,1,3,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26742,medium,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26743,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26744,medium,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26745,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26746,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26747,low,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,1
26748,medium,1,2,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26749,medium,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
26750,high,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26751,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,high,low,low,low,low,low,high,0
26752,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26753,high,1,3,1,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26754,high,1,2,2,≤35,pay duly,1-3 months,1-3 months,1-3 months,pay duly,pay duly,low,low,low,low,low,low,low,0
26755,high,1,1,2,≤35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26756,high,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26757,low,1,3,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26758,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26759,medium,1,2,2,≤35,pay duly,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,1
26760,high,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26761,low,1,2,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,low,low,low,low,low,low,low,0
26762,medium,1,1,2,≤35,1-3 months,pay duly,pay duly,pay duly,pay duly,pay duly,low,low,low,low,low,low,low,0
26763,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,0
26764,medium,1,1,2,≤35,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,1-3 months,medium,low,low,low,low,low,low,1
